word;catID_category;
1;unkempt;1E_structure
2;filthy;1E_structure
3;dirty;1E_structure
4;apartment;1E_structure
5;box;1E_structure
6;building;1E_structure
7;condo;1E_structure
8;condominium;1E_structure
9;dwelling;1E_structure
10;home;1E_structure
11;mansion;1E_structure
12;residence;1E_structure
13;shack;1E_structure
14;abode;1E_structure
15;bullpen;1E_structure
16;castle;1E_structure
17;cave;1E_structure
18;coop;1E_structure
19;crib;1E_structure
20;cubbyhole;1E_structure
21;den;1E_structure
22;diggings;1E_structure
23;digs;1E_structure
24;domicile;1E_structure
25;dump;1E_structure
26;edifice;1E_structure
27;flat;1E_structure
28;flophouse;1E_structure
29;habitation;1E_structure
30;homestead;1E_structure
31;joint;1E_structure
32;kennel;1E_structure
33;layout;1E_structure
34;lean-to;1E_structure
35;pad;1E_structure
36;pigpen;1E_structure
37;pigsty;1E_structure
38;rack;1E_structure
39;residency;1E_structure
40;roof;1E_structure
41;roost;1E_structure
42;setup;1E_structure
43;shanty;1E_structure
44;turf;1E_structure
45;commorancy;1E_structure
46;crash pad;1E_structure
47;address;1E_structure
48;base;1E_structure
49;casa;1E_structure
50;crash;1E_structure
51;domicile;1E_structure
52;dwelling;1E_structure
53;flat;1E_structure
54;flop;1E_structure
55;habitat;1E_structure
56;haunt;1E_structure
57;headquarters;1E_structure
58;hearth;1E_structure
59;hole;1E_structure
60;house;1E_structure
61;joint;1E_structure
62;lodging;1E_structure
63;quarters;1E_structure
64;residence;1E_structure
65;roost;1E_structure
66;sanctuary;1E_structure
67;seat;1E_structure
68;board;1E_structure
69;entertain;1E_structure
70;furnish;1E_structure
71;harbor;1E_structure
72;hold;1E_structure
73;put up;1E_structure
74;receive;1E_structure
75;rent;1E_structure
76;shelter;1E_structure
77;supply;1E_structure
78;welcome;1E_structure
79;bill;1E_money
80;capital;1E_money
81;cash;1E_money
82;check;1E_money
83;fund;1E_money
84;pay;1E_money
85;payment;1E_money
86;property;1E_money
87;salary;1E_money
88;wage;1E_money
89;wealth;1E_money
90;banknote;1E_money
91;bankroll;1E_money
92;bread;1E_money
93;bucks;1E_money
94;chips;1E_money
95;coin;1E_money
96;coinage;1E_money
97;dough;1E_money
98;finances;1E_money
99;funds;1E_money
100;gold;1E_money
101;gravy;1E_money
102;greenback;1E_money
103;loot;1E_money
104;pesos;1E_money
105;resources;1E_money
106;riches;1E_money
107;roll;1E_money
108;silver;1E_money
109;treasure;1E_money
110;wad;1E_money
111;wherewithal;1E_money
112;dollar;1E_money
113;tender;1E_money
114;exchange;1E_money
115;debt;1E_money
116;loan;1E_money
117;bank;1E_money
118;economic;1E_money
119;fiscal;1E_money
120;pecuniary;1E_money
121;expended;1E_money
122;mercenary;1E_money
123;pecunious;1E_money
124;expending;1E_money
125;monetary;1E_money
126;priced;1E_money
127;financial;1E_money
128;numismatical;1E_money
129;advocate;1E_money
130;benefactor;1E_money
131;champion;1E_money
132;endorser;1E_money
133;follower;1E_money
134;grubstaker;1E_money
135;meal ticket;1E_money
136;money;1E_money
137;patron;1E_money
138;promoter;1E_money
139;protagonist;1E_money
140;sponsor;1E_money
141;staker;1E_money
142;underwriter;1E_money
143;CD;1E_money
144;IRA;1E_money
145;business;1E_money
146;estate;1E_money
147;financing;1E_money
148;fortune;1E_money
149;interests;1E_money
150;investment;1E_money
151;kitty;1E_money
152;means;1E_money
153;money;1E_money
154;nestegg;1E_money
155;principal;1E_money
156;savings;1E_money
157;stake;1E_money
158;stock;1E_money
159;substance;1E_money
160;treasure;1E_money
161;assets;1E_money
162;money market;1E_money
163;finance;1E_money
164;supplies;1E_money
165;needful ;1E_money
166;cash;1E_money
167;change;1E_money
168;coinage;1E_money
169;copper;1E_money
170;currency;1E_money
171;doubloon;1E_money
172;jack;1E_money
173;tender;1E_money
174;meter_money;1E_money
175;mintage;1E_money
176;piece;1E_money
177;scratch;1E_money
178;smallchange;1E_money
179;accounts;1E_money
180;banking;1E_money
181;business;1E_money
182;commerce;1E_money
183;economics;1E_money
184;bread;1E_food
185;cooking;1E_food
186;cuisine;1E_food
187;drink;1E_food
188;fare;1E_food
189;feed;1E_food
190;foodstuff;1E_food
191;meal;1E_food
192;meat;1E_food
193;snack;1E_food
194;aliment;1E_food
195;bite;1E_food
196;board;1E_food
197;cheer;1E_food
198;chow;1E_food
199;comestible;1E_food
200;cookery;1E_food
201;diet;1E_food
202;eatable;1E_food
203;eats;1E_food
204;fodder;1E_food
205;goodies;1E_food
206;grit;1E_food
207;groceries;1E_food
208;grub;1E_food
209;handout;1E_food
210;keep;1E_food
211;larder;1E_food
212;menu;1E_food
213;mess;1E_food
214;nourishment;1E_food
215;nutriment;1E_food
216;nutrition;1E_food
217;pabulum;1E_food
218;provision;1E_food
219;ration;1E_food
220;refreshment;1E_food
221;slop;1E_food
222;store;1E_food
223;subsistence;1E_food
224;support;1E_food
225;sustenance;1E_food
226;table;1E_food
227;tuck;1E_food
228;fast1E_food;1E_food
229;feast;1E_food
230;takeout;1E_food
231;deprivation;1E_food
232;beverage;1E_food
233;drink;1E_food
234;dailybread;1E_food
235;eats;1E_food
236;fare;1E_food
237;food;1E_food
238;provisions;1E_food
239;victuals;1E_food
240;course;1E_food
241;eats;1E_food
242;food;1E_food
243;recipe;1E_food
244;serving;1E_food
245;energy;1E_food
246;fitness;1E_health
247;strength;1E_health
248;well-being;1E_health
249;bloom;1E_health
250;complexion;1E_health
251;constitution;1E_health
252;euphoria;1E_health
253;fettle;1E_health
254;form;1E_health
255;haleness;1E_health
256;hardihood;1E_health
257;hardiness;1E_health
258;healthfulness;1E_health
259;healthiness;1E_health
260;lustiness;1E_health
261;pink;1E_health
262;prime;1E_health
263;robustness;1E_health
264;salubriousness;1E_health
265;salubrity;1E_health
266;shape;1E_health
267;soundness;1E_health
268;stamina;1E_health
269;state;1E_health
270;tone;1E_health
271;tonicity;1E_health
272;verdure;1E_health
273;vigor;1E_health
274;wholeness;1E_health
275;clean bill;1E_health
276;eupepsia;1E_health
277;fine feather;1E_health
278;good condition;1E_health
279;lethargy;1E_health
280;weakness;1E_health
281;disease;1E_health
282;illness;1E_health
283;infirmity;1E_health
284;appearance;1E_health
285;aspect;1E_health
286;build;1E_health
287;health;1E_health
288;kilter;1E_health
289;mint;1E_health
290;order;1E_health
291;phase;1E_health
292;repair;1E_health
293;status;1E_health
294;trim;1E_health
295;good 1E_health;1E_health
296;sickness;1E_health
297;benefit;1E_welfare
298;progress;1E_welfare
299;well-being;1E_welfare
300;abundance;1E_welfare
301;advantage;1E_welfare
302;contentment;1E_welfare
303;ease;1E_welfare
304;euphoria;1E_welfare
305;felicity;1E_welfare
306;good;1E_welfare
307;luck;1E_welfare
308;profit;1E_welfare
309;satisfaction;1E_welfare
310;success;1E_welfare
311;thriving;1E_welfare
312;disadvantage;1E_welfare
313;depression;1E_welfare
314;discontent;1E_welfare
315;dissatisfaction;1E_welfare
316;loss;1E_welfare
317;misery;1E_welfare
318;restriction;1E_welfare
319;sadness;1E_welfare
320;sorrow;1E_welfare
321;unhappiness;1E_welfare
322;woe;1E_welfare
323;account;1E_welfare
324;aid;1E_welfare
325;assistance;1E_welfare
326;cause;1E_welfare
327;concern;1E_welfare
328;countenance;1E_welfare
329;defense;1E_welfare
330;encouragement;1E_welfare
331;favor;1E_welfare
332;furtherance;1E_welfare
333;good;1E_welfare
334;help;1E_welfare
335;part;1E_welfare
336;place;1E_welfare
337;profit;1E_welfare
338;recommendation;1E_welfare
339;representation;1E_welfare
340;sake;1E_welfare
341;service;1E_welfare
342;side;1E_welfare
343;stead;1E_welfare
344;support;1E_welfare
345;welfare;1E_welfare
346;asset;1E_welfare
347;avail;1E_welfare
348;betterment;1E_welfare
349;gain;1E_welfare
350;godsend;1E_welfare
351;good;1E_welfare
352;gravy;1E_welfare
353;help;1E_welfare
354;interest;1E_welfare
355;perk;1E_welfare
356;profit;1E_welfare
357;prosperity;1E_welfare
358;worth;1E_welfare
359;abundance;1E_welfare
360;accomplishment;1E_welfare
361;advantage;1E_welfare
362;arrival;1E_welfare
363;boom;1E_welfare
364;clover;1E_welfare
365;do;1E_welfare
366;ease;1E_welfare
367;easy street;1E_welfare
368;exorbitance;1E_welfare
369;expansion;1E_welfare
370;fortune;1E_welfare
371;good;1E_welfare
372;good times;1E_welfare
373;gravy train;1E_welfare
374;growth;1E_welfare
375;increase;1E_welfare
376;inflation;1E_welfare
377;interest;1E_welfare
378;luxury;1E_welfare
379;opulence;1E_welfare
380;plenteousness;1E_welfare
381;plenty;1E_welfare
382;prosperousness;1E_welfare
383;riches;1E_welfare
384;success;1E_welfare
385;successfulness;1E_welfare
386;the good life;1E_welfare
387;thriving;1E_welfare
388;velvet;1E_welfare
389;victory;1E_welfare
390;wealth;1E_welfare
391;behalf;1E_welfare
392;consideration;1E_welfare
393;profit;1E_welfare
394;regard;1E_welfare
395;respect;1E_welfare
396;abhor;3E_anger
397;abhorr;3E_anger
398;abhorrence;3E_anger
399;abhorrent;3E_disgust
400;abominably;3E_disgust
401;abominate;3E_anger
402;abomination;3E_anger
403;admir;3E_joy
404;admir;3E_surprise
405;admirable;3E_joy
406;admirably;3E_joy
407;admiration;3E_joy
408;admiration;3E_surprise
409;admire;3E_joy
410;ador;3E_joy
411;adorably;3E_joy
412;adoration;3E_joy
413;adoring;3E_joy
414;affect;3E_joy
415;affection;3E_joy
416;affectional;3E_joy
417;affectionate;3E_joy
418;affectionateness;3E_joy
419;affective;3E_joy
420;affright;3E_fear
421;afraid;3E_fear
422;aggrav;3E_anger
423;aggravate;3E_anger
424;aggravated;3E_anger
425;aggravation;3E_anger
426;aggress;3E_anger
427;aggression;3E_anger
428;aggressive;3E_anger
429;aggressiveness;3E_anger
430;aggriev;3E_sadness
431;aggrieve;3E_sadness
432;alarm;3E_fear
433;alarmed;3E_fear
434;alert;3E_fear
435;amat;3E_joy
436;amative;3E_joy
437;amatori;3E_joy
438;amatory;3E_joy
439;amaz;3E_surprise
440;amaze;3E_surprise
441;amazed;3E_surprise
442;amazement;3E_surprise
443;amazing;3E_surprise
444;amazingly;3E_surprise
445;amic;3E_joy
446;amicability;3E_joy
447;amicable;3E_joy
448;amicableness;3E_joy
449;amicably;3E_joy
450;amok;3E_anger
451;amor;3E_joy
452;amorous;3E_joy
453;amorousness;3E_joy
454;amuck;3E_anger
455;anger;3E_anger
456;angered;3E_anger
457;angri;3E_anger
458;angrili;3E_anger
459;angrily;3E_anger
460;angry;3E_anger
461;animos;3E_anger
462;animosity;3E_anger
463;animus;3E_anger
464;annoy;3E_anger
465;annoyance;3E_anger
466;annoyed;3E_anger
467;annoying;3E_anger
468;antagon;3E_anger
469;antagonism;3E_anger
470;anticip;3E_joy
471;anticipate;3E_joy
472;anticipation;3E_joy
473;anxious;3E_fear
474;anxiously;3E_fear
475;appal;3E_fear
476;appall;3E_fear
477;appreci;3E_joy
478;appreciated;3E_joy
479;apprehens;3E_fear
480;apprehension;3E_fear
481;apprehensive;3E_fear
482;apprehensively;3E_fear
